RD08,RD09,NEW BASIC CAR,OLD BASIC CAR,NEW AREA,OLD AREA,NEW BUREAU,OLD BUREAU
1636,1613,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1649,1614,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1658,1615,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1667,1617,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1668,1618,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1669,1619,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1633,1621,16A11,16A37,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1634,1622,16A11,16A37,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1655,1623,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1657,1633,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1665,1634,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1678,1635,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1685,1636,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1686,1637,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1687,1638,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1679,1639,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1653,1641,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1646,1642,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1654,1643,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1656,1645,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1647,1651,16A23,16A71,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1663,1653,16A23,16A71,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1664,1654,16A23,16A53,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1684,1655,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1693,1656,16A35,16A65,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1688,1657,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1698,1658,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1689,1659,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1674,1661,16A77,16A71,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1675,1663,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1676,1664,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1677,1665,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1692,1667,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1694,1668,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1695,1669,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1648,1672,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1682,1673,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1683,1675,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1691,1676,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1696,1677,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1697,1678,16A77,16A97,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1699,1679,16A59,16A89,FOOTHILL,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1501,1681,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1502,1682,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1504,1684,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1505,1685,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1506,1687,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1507,1689,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1552,1691,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1503,1693,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1536,1695,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1508,1698,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1509,1699,16A81,15A3,FOOTHILL,NORTH HOLLYWOOD,VALLEY BUREAU,VALLEY BUREAU
1701,1701,17A23,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1703,1703,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1705,1705,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1707,1707,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1921,1708,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1922,1709,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1702,1712,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1713,1713,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1704,1714,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1706,1715,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1715,1716,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1931,1717,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1932,1718,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1933,1719,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1721,1721,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1722,1722,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1723,1723,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1724,1725,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1725,1727,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1714,1728,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1716,1729,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1727,1735,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1728,1737,17A35,17A27,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1941,1738,17A49,19A23,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1951,1739,17A49,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1726,1743,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1737,1745,17A49,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1738,1747,17A49,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1961,1749,17A49,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1731,1751,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1732,1752,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1733,1753,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1736,1754,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1744,1755,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1745,1756,17A49,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1747,1757,17A49,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1971,1758,17A49,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1972,1759,17A49,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1751,1761,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1752,1762,17A81,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1734,1763,17A23,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1754,1764,17A81,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1735,1765,17A35,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1755,1766,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1756,1767,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1746,1768,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1762,1771,17A81,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1753,1772,17A81,17A23,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1757,1773,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1758,1774,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1763,1775,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1764,1776,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1981,1777,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1982,1778,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1983,1779,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1774,1781,17A81,17A83,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1775,1782,17A81,17A83,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1776,1783,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1777,1785,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1778,1787,17A67,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1792,1788,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1785,1791,17A81,17A83,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1786,1792,17A81,17A83,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1787,1793,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1788,1794,17A67,17A55,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1791,1795,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1793,1796,17A95,17A45,DEVONSHIRE,DEVONSHIRE,VALLEY BUREAU,VALLEY BUREAU
1991,1797,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1992,1798,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1993,1799,17A95,19A61,DEVONSHIRE,MISSION,VALLEY BUREAU,VALLEY BUREAU
1801,1801,18A1,18A1,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1802,1802,18A1,18A1,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1803,1803,18A3,18A3,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1804,1804,18A3,18A3,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1805,1805,18A3,18A3,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1806,1806,18A3,18A3,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1821,1821,18A17,18A17,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1822,1822,18A17,18A17,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1823,1823,18A3,18A3,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1824,1824,18A34,18A34,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1826,1826,18A26,18A26,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1827,1827,18A26,18A26,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1829,1829,18A26,18A26,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1831,1831,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1832,1832,18A41,18A41,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1834,1834,18A34,18A34,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1835,1835,18A35,18A35,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1836,1836,18A35,18A35,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1837,1837,18A35,18A35,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1838,1838,18A49,18A49,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1839,1839,18A49,18A49,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1841,1841,18A41,18A41,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1842,1842,18A41,18A41,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1844,1844,18A34,18A34,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1846,1846,18A35,18A35,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1849,1849,18A49,18A49,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1851,1851,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1861,1861,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1862,1862,18A63,18A63,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1863,1863,18A63,18A63,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1864,1864,18A63,18A63,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1871,1871,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1881,1881,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1891,1891,18A97,18A97,SOUTHEAST,SOUTHEAST,SOUTH BUREAU,SOUTH BUREAU
1901,1901,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1902,1902,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1903,1903,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1904,1904,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1905,1905,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1906,1906,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1907,1907,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1908,1908,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1909,1909,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1911,1911,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1912,1912,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1914,1913,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1917,1915,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1918,1916,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1927,1917,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1928,1918,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1929,1919,19A7,19A7,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1913,1921,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1924,1924,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1916,1925,19A1,19A1,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1923,1931,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1934,1934,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1935,1935,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1936,1936,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1942,1941,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1943,1943,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1944,1944,19A43,19A23,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1953,1945,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1962,1951,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1973,1952,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1963,1954,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1964,1955,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1974,1956,19A43,19A61,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1651,1958,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1652,1959,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1984,1961,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1985,1962,19A61,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1977,1963,19A75,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1986,1964,19A75,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1978,1966,19A75,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1661,1967,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1662,1969,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1988,1971,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1989,1972,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1987,1974,19A85,19A97,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1979,1975,19A75,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1671,1977,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1673,1979,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1994,1981,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1995,1982,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1999,1983,19A61,19A95,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1996,1984,19A85,19A97,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1997,1985,19A85,19A97,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1998,1987,19A75,19A85,MISSION,MISSION,VALLEY BUREAU,VALLEY BUREAU
1672,1988,19A79,16A71,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
1681,1989,19A79,16A97,MISSION,FOOTHILL,VALLEY BUREAU,VALLEY BUREAU
923,1991,19A93,9A23,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
924,1993,19A93,9A23,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
916,1994,19A93,9A23,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
925,1995,19A93,9A23,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
926,1998,19A93,9A37,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
927,1999,19A93,9A37,MISSION,VAN NUYS,VALLEY BUREAU,VALLEY BUREAU
696,2001,20A1,6A97,OLYMPIC,HOLLYWOOD,WEST BUREAU,WEST BUREAU
697,2002,20A1,6A97,OLYMPIC,HOLLYWOOD,WEST BUREAU,WEST BUREAU
698,2004,20A13,6A97,OLYMPIC,HOLLYWOOD,WEST BUREAU,WEST BUREAU
699,2005,20A13,6A97,OLYMPIC,HOLLYWOOD,WEST BUREAU,WEST BUREAU
708,2011,20A1,7A7,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
798,2013,20A13,7A29,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
709,2014,20A13,7A29,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
231,2015,20A25,2A31,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
232,2016,20A25,2A42,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
225,2017,20A25,2A42,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
233,2019,20A39,2A31,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
727,2021,20A1,7A7,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
728,2022,20A1,7A7,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
719,2023,20A13,7A29,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
729,2024,20A33,7A29,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
241,2025,20A25,2A42,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
227,2026,20A25,2A42,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
242,2027,20A45,2A51,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
243,2029,20A39,2A44,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
737,2031,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
738,2033,20A33,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
739,2034,20A33,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
251,2035,20A45,2A51,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
253,2036,20A45,2A51,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
252,2038,20A39,2A51,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
254,2039,20A39,2A51,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
736,2041,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
795,2042,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
796,2044,20A33,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
757,2045,20A45,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
797,2046,20A45,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
758,2049,20A69,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
748,2053,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
749,2054,20A53,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
756,2055,20A69,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
799,2056,20A69,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
759,2058,20A69,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
747,2062,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
754,2063,20A53,7A47,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
755,2064,20A53,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
769,2069,20A69,7A55,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
767,2071,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
768,2073,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
779,2074,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
281,2076,20A97,2A91,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
282,2079,20A97,2A91,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
777,2081,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
778,2083,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
283,2088,20A97,2A91,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
788,2091,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
789,2093,20A71,7A89,OLYMPIC,WILSHIRE,WEST BUREAU,WEST BUREAU
291,2097,20A97,2A91,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
292,2099,20A97,2A91,OLYMPIC,RAMPART,WEST BUREAU,CENTRAL BUREAU
